order_id,customer_id,order_date,status,region_code
O000859,C00346,2025-06-28 01:47:33,DELIVERED,CENTRAL
O000860,,2026-07-24 22:01:57,DELIVERED,WEST
O000861,C00440,2025-10-11 17:10:38,RETURNED,SOUTH
O000862,C00009,2025-01-02 07:45:34,SHIPPED,NORTH
O000863,C00600,2025-08-13 16:01:52,RETURNED,SOUTH
O000864,C00392,2025-06-27 09:52:37,DELIVERED,SOUTH
O000865,C00596,2025-08-07 14:41:35,DELIVERED,CENTRAL
O000866,C00170,2026-01-27 23:31:10,SHIPPED,SOUTH
O000867,C00551,2026-05-14 17:53:41,SHIPPED,EAST
O000868,C00537,2026-04-12 06:22:11,DELIVERED,WEST
O000869,C00254,2026-01-02 02:28:08,CANCELLED,WEST
O000870,C00022,2025-08-14 18:22:34,PLACED,CENTRAL
O000871,C00561,2025-03-18 03:52:45,DELIVERED,NORTH
O000872,C00197,2025-08-07 09:57:45,RETURNED,NORTH
O000873,C00246,2026-07-04 03:04:17,PLACED,NORTH
O000874,C00286,2025-05-22 21:26:33,DELIVERED,NORTH
O000875,C00332,2025-05-13 06:39:51,DELIVERED,EAST
O000876,C00105,2025-06-14 23:58:47,DELIVERED,SOUTH
O000877,C00539,2025-12-15 23:28:27,PLACED,SOUTH
O000878,C00135,2025-01-27 14:45:55,DELIVERED,WEST
O000879,C00406,2025-08-04 01:16:49,DELIVERED,WEST
O000880,,2025-05-28 12:02:52,DELIVERED,EAST
O000881,C00298,2026-02-17 23:16:46,DELIVERED,EAST
O000882,C00083,2026-04-30 00:29:46,SHIPPED,CENTRAL
O000883,C00559,2025-12-22 16:41:50,RETURNED,EAST
O000884,C00359,2026-02-06 14:32:41,SHIPPED,CENTRAL
O000885,C00051,2026-04-24 04:30:04,DELIVERED,CENTRAL
O000886,C00374,2025-03-19 20:29:06,PLACED,WEST
O000887,C00075,2025-09-26 06:54:25,DELIVERED,WEST
O000888,C00037,2025-08-06 19:57:00,SHIPPED,SOUTH
O000889,C00523,2026-02-08 12:24:30,CANCELLED,CENTRAL
O000890,C00471,2025-06-01 18:31:27,PLACED,NORTH
O000891,C00313,2025-05-01 09:01:59,DELIVERED,NORTH
O000892,C00495,2025-11-05 09:38:26,DELIVERED,WEST
O000893,C00467,2025-01-25 22:33:36,DELIVERED,NORTH
O000894,C00113,2025-07-23 20:28:35,PLACED,WEST
O000895,C00464,2025-01-02 23:35:28,CANCELLED,WEST
O000896,C00598,2025-06-14 10:49:56,DELIVERED,WEST
O000897,C00085,2026-02-22 16:03:44,RETURNED,WEST
O000898,C00076,2026-03-16 20:01:55,DELIVERED,NORTH
O000899,C00452,2025-08-24 06:07:02,SHIPPED,EAST
O000900,,2025-10-06 21:22:13,SHIPPED,NORTH
O000901,C00296,2026-06-06 19:13:25,DELIVERED,EAST
O000902,C00182,2026-05-26 01:53:36,DELIVERED,WEST
O000903,C00026,2026-07-26 12:40:21,DELIVERED,EAST
O000904,C00584,2025-11-22 00:24:01,PLACED,NORTH
O000905,C00256,2025-01-21 04:01:56,DELIVERED,NORTH
O000906,C00376,2026-05-29 03:46:58,SHIPPED,EAST
O000907,C00098,2025-05-22 09:01:35,DELIVERED,NORTH
O000908,C00266,2026-01-12 01:07:18,DELIVERED,NORTH
O000909,C00464,2026-06-01 07:05:11,DELIVERED,WEST
O000910,C00421,2025-09-11 21:25:47,PLACED,CENTRAL
O000911,C00487,2025-03-29 12:23:36,PLACED,CENTRAL
O000912,C00547,2025-11-26 11:41:34,SHIPPED,WEST
O000913,C00192,2025-05-18 04:41:25,DELIVERED,SOUTH
O000914,C00460,2026-07-05 22:18:52,PLACED,WEST
O000915,C00290,2025-10-02 15:51:59,DELIVERED,SOUTH
O000916,C00195,2025-12-24 15:36:37,DELIVERED,SOUTH
O000917,C00544,2025-03-20 21:59:41,PLACED,CENTRAL
O000918,C00456,2025-12-02 03:00:13,PLACED,WEST
O000919,C00254,2026-02-01 14:40:16,DELIVERED,SOUTH
O000920,,2025-12-10 10:53:22,PLACED,WEST
O000921,C00416,2025-11-16 12:08:02,CANCELLED,EAST
O000922,C00375,2025-02-05 14:09:56,DELIVERED,NORTH
O000923,C00035,2026-03-31 04:53:15,RETURNED,SOUTH
O000924,C00554,2025-12-24 20:43:48,PLACED,WEST
O000925,C00206,2026-02-01 13:55:59,SHIPPED,CENTRAL
O000926,C00343,2025-05-27 16:46:22,SHIPPED,NORTH
O000927,C00170,2025-09-26 05:55:10,DELIVERED,SOUTH
O000928,C00252,2025-11-22 21:40:38,DELIVERED,WEST
O000929,C00040,2026-07-25 18:54:59,SHIPPED,SOUTH
O000930,C00263,2026-02-16 11:28:52,PLACED,CENTRAL
O000931,C00382,2025-11-13 03:18:15,DELIVERED,EAST
O000932,C00265,2025-03-13 04:09:41,PLACED,NORTH
O000933,C00164,2025-10-19 12:56:54,PLACED,NORTH
O000934,C00448,2026-01-10 16:19:17,DELIVERED,SOUTH
O000935,C00483,2025-05-11 10:47:41,SHIPPED,SOUTH
O000936,C00231,2026-06-25 12:45:47,CANCELLED,SOUTH
O000937,C00092,2025-11-17 22:31:46,DELIVERED,NORTH
O000938,C00440,2026-01-14 01:07:35,DELIVERED,WEST
O000939,C00165,2025-06-20 20:41:16,PLACED,CENTRAL
O000940,,2025-02-02 13:58:58,PLACED,WEST
O000941,C00496,2026-04-17 04:53:49,SHIPPED,SOUTH
O000942,C00197,2025-01-08 02:03:29,DELIVERED,SOUTH
O000943,C00536,2026-04-27 04:37:54,RETURNED,WEST
O000944,C00351,2026-05-13 18:27:26,DELIVERED,WEST
O000945,C00594,2025-12-25 01:47:59,SHIPPED,CENTRAL
O000946,C00279,2025-07-14 19:46:37,DELIVERED,CENTRAL
O000947,C00573,2025-09-20 22:31:13,PLACED,CENTRAL
O000948,C00177,2025-02-25 13:46:46,SHIPPED,WEST
O000949,C00583,2025-08-21 20:04:25,CANCELLED,EAST
O000950,C00114,2025-05-30 12:37:26,RETURNED,NORTH
O000951,C00301,2026-05-02 13:32:37,DELIVERED,NORTH
O000952,C00537,2025-08-06 09:10:12,SHIPPED,NORTH
O000953,C00367,2026-07-10 20:00:51,PLACED,WEST
O000954,C00419,2025-07-28 18:42:18,CANCELLED,WEST
O000955,C00494,2025-06-10 15:40:51,PLACED,SOUTH
O000956,C00451,2025-11-08 16:20:55,PLACED,EAST
O000957,C00306,2025-10-21 09:01:00,PLACED,SOUTH
O000958,C00366,2026-04-10 16:34:37,SHIPPED,EAST
O000959,C00384,2025-12-30 21:17:37,DELIVERED,CENTRAL
O000960,,2025-11-06 20:52:54,RETURNED,CENTRAL
O000961,C00296,2025-10-28 10:54:23,SHIPPED,NORTH
O000962,C00172,2026-06-22 03:39:20,CANCELLED,WEST
O000963,C00433,2026-06-14 02:56:26,PLACED,WEST
O000964,C00420,2026-07-07 13:22:36,PLACED,EAST
O000965,C00166,2026-07-13 04:09:51,PLACED,NORTH
O000966,C00493,2025-08-25 15:23:46,DELIVERED,NORTH
O000967,C00016,2025-12-18 19:32:22,CANCELLED,WEST
O000968,C00555,2025-02-13 08:19:15,DELIVERED,NORTH
O000969,C00031,2025-07-18 07:51:04,DELIVERED,SOUTH
O000970,C00105,2025-12-06 14:04:19,DELIVERED,CENTRAL
O000971,C00458,2025-03-13 03:16:20,DELIVERED,EAST
O000972,C00287,2025-07-17 12:05:20,SHIPPED,CENTRAL
O000973,C00581,2026-02-13 04:17:53,DELIVERED,SOUTH
O000974,C00445,2025-12-17 18:10:47,DELIVERED,CENTRAL
O000975,C00408,2026-04-27 22:21:40,RETURNED,EAST
O000976,C00284,2025-08-26 05:22:24,PLACED,WEST
O000977,C00157,2025-05-31 06:59:54,DELIVERED,SOUTH
O000978,C00258,2026-05-17 04:09:23,DELIVERED,WEST
O000979,C00063,2026-02-03 11:25:59,DELIVERED,SOUTH
O000980,,2025-02-19 22:24:05,DELIVERED,CENTRAL
O000981,C00009,2026-07-18 11:14:03,PLACED,CENTRAL
O000982,C00075,2025-12-30 19:19:54,DELIVERED,NORTH
O000983,C00076,2025-06-27 07:40:19,SHIPPED,WEST
O000984,C00234,2025-04-27 12:16:35,PLACED,CENTRAL
O000985,C00483,2025-06-25 01:11:14,DELIVERED,NORTH
O000986,C00400,2025-07-08 18:52:42,DELIVERED,EAST
O000987,C00150,2026-02-04 20:36:51,DELIVERED,NORTH
O000988,C00579,2025-10-15 12:02:54,DELIVERED,WEST
O000989,C00563,2025-10-14 09:40:15,DELIVERED,CENTRAL
O000990,C00130,2025-12-29 02:42:05,RETURNED,NORTH
O000991,C00414,2025-07-17 01:01:48,DELIVERED,NORTH
O000992,C00516,2026-01-15 11:45:43,PLACED,WEST
O000993,C00043,2025-02-03 17:51:00,DELIVERED,WEST
O000994,C00083,2025-01-15 14:49:45,PLACED,EAST
O000995,C00210,2025-04-03 08:44:10,DELIVERED,EAST
O000996,C00118,2025-08-03 16:46:24,DELIVERED,CENTRAL
O000997,C00288,2025-08-23 15:41:24,PLACED,SOUTH
O000998,C00064,2026-05-30 11:54:55,DELIVERED,EAST
O000999,C00598,2025-11-20 06:46:33,PLACED,NORTH
O001000,,2026-01-22 03:02:33,DELIVERED,WEST
