item_id,order_id,product_id,quantity,unit_price,discount_percent
I0001204,O000589,P00368,5,990.62,8.4
I0001205,O000984,P00219,5,431.5,31.58
I0001206,O000363,P00177,7,438.78,33.86
I0001207,O000512,P00292,6,1108.26,16.31
I0001208,O000449,P00399,6,726.43,13.72
I0001209,O000911,P00201,3,557.66,2.15
I0001210,O000546,P00042,2,792.99,27.25
I0001211,O000501,P00412,7,206.82,5.1
I0001212,O000415,P00191,5,330.06,18.1
I0001213,O000200,P00124,6,807.6,2.35
I0001214,O000201,P00454,2,533.47,15.67
I0001215,O000128,P00228,1,169.17,32.5
I0001216,O000929,P00118,4,418.49,23.79
I0001217,O000945,P00187,3,371.16,16.45
I0001218,O000604,P00295,5,688.7,0.93
I0001219,O000387,P00336,8,370.21,26.26
I0001220,O000841,P00231,2,943.48,28.96
I0001221,O000142,P00239,-1,692.1,11.99
I0001222,O000566,P00076,1,445.66,8.89
I0001223,O000612,P00271,5,665.45,27.44
I0001224,O000887,P00017,5,61.06,29.52
I0001225,O000567,P00429,7,815.84,28.18
I0001226,O000694,P00223,8,729.5,5.68
I0001227,O000157,P00454,1,806.84,15.14
I0001228,O000344,P00106,8,763.03,6.17
I0001229,O000829,P00346,4,881.04,28.11
I0001230,O000647,P00334,4,43.43,10.9
I0001231,O000711,P00441,8,572.98,3.18
I0001232,O000131,P00127,3,143.7,11.18
I0001233,O000869,P00090,8,183.32,10.78
I0001234,O000103,P00208,4,739.11,29.09
I0001235,O000225,P00173,6,665.13,33.68
I0001236,O000228,P00302,5,316.72,19.27
I0001237,O000959,P00189,7,79.42,24.37
I0001238,O000156,P00018,3,1159.4,28.21
I0001239,O000225,P00122,6,443.07,18.55
I0001240,O000448,P00102,4,1162.18,25.17
I0001241,O000750,P00253,6,358.65,7.02
I0001242,O000285,P00318,8,170.65,6.04
I0001243,O000812,P00250,4,284.54,14.19
I0001244,O000248,P00126,5,508.68,34.26
I0001245,O000118,P00049,5,799.75,25.5
I0001246,O000236,P00030,4,309.74,25.69
I0001247,O000270,P00079,7,969.36,0.16
I0001248,O000130,P00145,2,448.14,3.74
I0001249,O000535,P00378,3,290.88,2.6
I0001250,O000224,P00065,1,603.12,32.03
I0001251,O000450,P00268,5,738.62,24.15
I0001252,O000183,P00386,8,1115.8,27.1
I0001253,O000449,P00320,3,356.39,25.15
I0001254,O000020,P00379,-2,825.53,4.76
I0001255,O000662,P00124,8,869.89,12.24
I0001256,O000128,P00088,5,257.66,0.41
I0001257,O000112,P00344,3,659.06,9.07
I0001258,O000205,P00387,8,1134.07,20.54
I0001259,O000204,P00138,8,697.25,6.77
I0001260,O000073,P00011,3,123.15,27.48
I0001261,O000009,P00116,8,1033.34,30.07
I0001262,O000286,P00189,6,718.99,18.76
I0001263,O000062,P00358,2,418.08,6.57
I0001264,O000379,P00337,7,952.55,11.88
I0001265,O000850,P00468,5,24.85,26.11
I0001266,O000637,P00257,8,297.23,27.44
I0001267,O000253,P00352,2,380.4,19.91
I0001268,O000073,P00264,6,429.23,9.13
I0001269,O000673,P00246,4,196.22,29.77
I0001270,O000678,P00432,2,278.89,28.91
I0001271,O000262,P00261,1,873.85,10.48
I0001272,O000891,P00050,6,435.74,19.96
I0001273,O000963,P00260,8,1150.06,14.63
I0001274,O000190,P00167,4,369.81,28.02
I0001275,O000687,P00018,4,328.64,18.16
I0001276,O000613,P00281,5,452.24,9.27
I0001277,O000318,P00314,3,867.31,6.5
I0001278,O000867,P00116,6,1023.24,16.4
I0001279,O000093,P00163,2,509.73,17.57
I0001280,O000172,P00082,6,988.48,10.86
I0001281,O000105,P00137,1,543.31,32.14
I0001282,O000256,P00077,5,815.97,3.67
I0001283,O000395,P00252,1,834.4,9.75
I0001284,O000946,P00045,7,722.22,5.2
I0001285,O000759,P00426,4,1098.46,22.32
I0001286,O000298,P00299,3,363.81,27.4
I0001287,O000065,P00204,-1,811.56,23.39
I0001288,O000674,P00187,7,181.2,8.06
I0001289,O000499,P00204,1,346.82,18.2
I0001290,O000312,P00402,2,556.78,11.12
I0001291,O000329,P00157,3,453.69,30.21
I0001292,O000984,P00500,1,276.91,2.42
I0001293,O000281,P00150,5,955.92,28.13
I0001294,O000787,P00462,4,777.21,2.77
I0001295,O000959,P00467,2,969.62,6.71
I0001296,O000698,P00340,3,372.83,34.6
I0001297,O000786,P00047,4,280.55,6.89
I0001298,O000423,P00102,5,796.22,18.79
I0001299,O000811,P00343,7,701.78,10.1
I0001300,O000121,P00226,5,905.36,0.52
I0001301,O000676,P00422,4,725.17,2.7
I0001302,O000538,P00031,3,626.02,0.29
I0001303,O000814,P00421,3,138.67,14.93
I0001304,O000375,P00302,3,327.23,14.57
I0001305,O000964,P00414,8,27.26,9.88
I0001306,O000366,P00313,4,715.68,28.45
I0001307,O000247,P00446,8,889.6,16.34
I0001308,O000349,P00390,7,457.32,3.85
I0001309,O000950,P00036,3,856.16,14.36
I0001310,O000552,P00154,3,276.53,0.19
I0001311,O000750,P00278,6,392.43,6.01
I0001312,O000407,P00275,4,1103.04,33.43
I0001313,O000607,P00266,2,883.26,18.73
I0001314,O000332,P00043,1,27.04,5.21
I0001315,O000803,P00175,1,162.39,29.17
I0001316,O000778,P00008,2,98.41,7.72
I0001317,O000243,P00271,1,355.19,32.61
I0001318,O000681,P00227,4,79.52,13.23
I0001319,O000653,P00354,2,820.79,5.76
I0001320,O000622,P00488,-2,853.69,32.01
I0001321,O000509,P00464,4,191.06,14.28
I0001322,O000986,P00250,3,44.91,33.08
I0001323,O000346,P00068,4,938.64,11.77
I0001324,O000358,P00285,5,934.64,13.41
I0001325,O000061,P00270,1,878.23,1.99
I0001326,O000730,P00479,1,469.91,10.62
I0001327,O000988,P00040,3,136.63,26.35
I0001328,O000169,P00264,7,158.0,9.15
I0001329,O000260,P00375,8,824.97,33.49
I0001330,O000387,P00183,2,1051.11,13.25
I0001331,O000340,P00315,3,712.85,27.17
I0001332,O000900,P00360,5,307.52,16.68
I0001333,O000128,P00478,8,835.57,30.26
I0001334,O000248,P00388,3,511.72,22.96
I0001335,O000706,P00061,5,957.04,20.71
I0001336,O000573,P00273,5,97.05,3.06
I0001337,O000323,P00089,5,117.92,1.84
I0001338,O000976,P00191,8,930.34,18.78
I0001339,O000674,P00468,5,691.98,27.76
I0001340,O000477,P00196,7,956.61,2.25
I0001341,O000851,P00168,2,428.47,4.79
I0001342,O000485,P00183,5,552.08,0.19
I0001343,O000869,P00051,8,1124.51,9.55
I0001344,O000288,P00100,6,1074.79,4.3
I0001345,O000832,P00396,7,875.82,6.69
I0001346,O000695,P00139,8,1104.76,19.47
I0001347,O000867,P00179,2,207.24,16.89
I0001348,O000479,P00396,7,445.97,12.74
I0001349,O000963,P00259,6,709.33,22.02
I0001350,O000491,P00418,2,1093.81,26.28
I0001351,O000977,P00476,2,1043.5,13.31
I0001352,O000521,P00048,2,412.63,11.6
I0001353,O000643,P00318,-2,336.47,0.47
I0001354,O000127,P00035,8,890.3,29.79
I0001355,O000070,P00080,1,702.05,18.93
I0001356,O000410,P00208,5,1034.18,13.15
I0001357,O000522,P00177,8,1047.88,19.59
I0001358,O000646,P00463,8,73.78,8.64
I0001359,O000031,P00448,6,863.36,8.81
I0001360,O000562,P00200,8,230.88,27.99
I0001361,O000831,P00106,5,1150.96,6.88
I0001362,O000289,P00435,5,182.42,10.78
I0001363,O000662,P00375,7,260.83,18.55
I0001364,O000791,P00086,1,581.71,1.89
I0001365,O000469,P00353,6,1052.13,24.09
I0001366,O000744,P00330,3,989.03,3.26
I0001367,O000297,P00476,2,790.84,12.12
I0001368,O000818,P00098,7,1119.66,28.4
I0001369,O000260,P00152,6,331.42,18.75
I0001370,O000590,P00241,2,93.05,7.2
I0001371,O000202,P00266,3,973.76,23.77
I0001372,O000215,P00108,2,822.12,18.68
I0001373,O000862,P00013,5,706.41,26.04
I0001374,O000288,P00354,5,982.69,1.53
I0001375,O000829,P00211,1,1033.99,21.45
I0001376,O000802,P00045,1,614.17,25.07
I0001377,O000700,P00404,3,1024.62,16.77
I0001378,O000809,P00437,4,31.34,16.75
I0001379,O000970,P00252,8,836.08,13.04
I0001380,O000297,P00013,2,725.97,12.17
I0001381,O000273,P00420,8,333.15,21.02
I0001382,O000373,P00169,2,203.7,3.02
I0001383,O000400,P00147,5,884.53,7.47
I0001384,O000260,P00402,1,123.73,20.57
I0001385,O000682,P00252,1,365.35,14.69
I0001386,O000875,P00161,-2,882.77,12.93
I0001387,O000888,P00270,6,165.69,14.4
I0001388,O000403,P00425,3,945.2,4.89
I0001389,O000521,P00082,1,1062.37,32.57
I0001390,O000457,P00007,6,119.86,8.93
I0001391,O000511,P00258,2,331.66,1.28
I0001392,O000081,P00071,3,515.3,32.3
I0001393,O000274,P00021,7,1132.0,12.09
I0001394,O000400,P00305,5,727.77,28.46
I0001395,O000974,P00242,7,698.51,29.89
I0001396,O000820,P00412,4,608.76,31.08
I0001397,O000969,P00392,6,667.1,17.89
I0001398,O000934,P00461,5,856.31,32.63
I0001399,O000679,P00266,4,1028.12,0.23
I0001400,O000520,P00460,1,792.49,3.89
I0001401,O000280,P00172,7,571.27,31.26
I0001402,O000434,P00219,4,630.32,27.69
I0001403,O000415,P00204,8,1017.88,31.33
I0001404,O000576,P00404,7,583.78,20.1
I0001405,O000538,P00197,5,1142.15,23.81
I0001406,O000900,P00211,8,106.16,13.62
I0001407,O000623,P00332,7,1135.88,2.38
I0001408,O000101,P00277,6,1195.06,6.13
I0001409,O000467,P00362,3,113.85,17.91
I0001410,O000611,P00441,3,1020.31,28.03
I0001411,O000068,P00499,2,786.02,2.25
I0001412,O000160,P00195,3,174.35,3.0
I0001413,O000054,P00452,7,616.09,32.9
I0001414,O000868,P00064,8,711.15,14.19
I0001415,O000241,P00290,7,741.15,33.16
I0001416,O000989,P00360,3,452.52,12.63
I0001417,O000785,P00328,1,848.39,1.9
I0001418,O000110,P00418,2,527.18,34.8
I0001419,O000227,P00111,-1,1126.89,26.65
I0001420,O000848,P00078,8,327.46,23.99
I0001421,O000839,P00080,1,243.46,1.77
I0001422,O000920,P00435,6,356.75,3.23
I0001423,O000787,P00075,2,341.17,31.43
I0001424,O000323,P00050,2,517.04,5.43
I0001425,O000098,P00145,1,206.91,23.44
I0001426,O000647,P00485,4,142.64,1.36
I0001427,O000488,P00472,1,398.03,29.75
I0001428,O000184,P00206,6,458.27,27.02
I0001429,O000766,P00178,8,737.6,33.9
I0001430,O000729,P00055,2,248.91,26.38
I0001431,O000277,P00275,1,1089.55,15.17
I0001432,O000770,P00456,6,926.99,24.3
I0001433,O000526,P00178,2,634.32,4.23
I0001434,O000009,P00105,8,259.02,9.95
I0001435,O000426,P00407,5,1160.86,31.89
I0001436,O000612,P00464,4,186.17,25.52
I0001437,O000149,P00480,8,920.24,14.33
I0001438,O000410,P00310,2,691.23,11.52
I0001439,O000394,P00131,7,921.04,16.7
I0001440,O000466,P00448,4,814.74,21.06
I0001441,O000365,P00040,5,1120.92,28.72
I0001442,O000614,P00065,6,154.59,1.48
I0001443,O000186,P00443,4,849.32,3.49
I0001444,O000705,P00062,4,770.77,6.44
I0001445,O000062,P00209,8,844.92,19.33
I0001446,O000630,P00144,6,1174.06,34.98
I0001447,O000514,P00394,6,78.29,10.17
I0001448,O000156,P00259,3,539.62,20.43
I0001449,O000958,P00006,2,1169.38,7.0
I0001450,O000520,P00124,2,653.81,28.86
I0001451,O000436,P00458,6,368.06,23.18
I0001452,O000745,P00312,-3,1001.61,1.18
I0001453,O000670,P00156,1,482.71,8.2
I0001454,O000590,P00316,6,759.62,12.42
I0001455,O000364,P00026,7,102.19,5.05
I0001456,O000217,P00063,8,297.32,29.55
I0001457,O000172,P00371,2,495.39,34.75
I0001458,O000533,P00177,5,1128.21,15.17
I0001459,O000092,P00239,1,772.26,11.41
I0001460,O000326,P00490,3,640.6,16.17
I0001461,O000795,P00265,1,786.53,0.16
I0001462,O000706,P00148,6,852.3,30.99
I0001463,O000376,P00400,5,102.74,16.13
I0001464,O000159,P00493,3,1154.65,21.2
I0001465,O000777,P00219,8,918.45,3.73
I0001466,O000504,P00204,2,565.05,3.06
I0001467,O000011,P00170,1,686.58,21.73
I0001468,O000272,P00023,5,884.25,19.8
I0001469,O000674,P00285,7,380.26,33.91
I0001470,O000647,P00372,2,440.03,33.28
I0001471,O000134,P00331,7,690.99,25.07
I0001472,O000970,P00260,8,465.43,22.37
I0001473,O000859,P00268,3,389.73,33.38
I0001474,O000824,P00136,4,134.55,19.61
I0001475,O000458,P00279,1,108.75,27.4
I0001476,O000815,P00448,3,1094.57,25.5
I0001477,O000545,P00464,4,545.86,7.87
I0001478,O000861,P00459,7,1150.47,5.93
I0001479,O000114,P00009,2,430.78,11.71
I0001480,O000011,P00258,3,852.63,20.1
I0001481,O000080,P00430,1,268.57,13.08
I0001482,O000052,P00476,3,315.83,9.15
I0001483,O000401,P00315,3,1014.68,0.76
I0001484,O000906,P00177,7,71.41,17.38
I0001485,O000673,P00148,-1,924.08,4.01
I0001486,O000515,P00244,4,392.13,22.76
I0001487,O000306,P00096,2,571.54,21.67
I0001488,O000221,P00456,5,732.48,5.71
I0001489,O000922,P00134,5,270.48,12.01
I0001490,O000934,P00490,6,223.69,16.69
I0001491,O000395,P00025,3,424.6,15.79
I0001492,O000388,P00091,1,472.51,28.17
I0001493,O000832,P00400,8,910.86,24.79
I0001494,O000579,P00341,4,533.22,3.2
I0001495,O000296,P00113,3,429.23,27.81
I0001496,O000492,P00308,8,873.13,19.81
I0001497,O001000,P00237,1,815.36,26.99
I0001498,O000694,P00147,2,662.62,15.23
I0001499,O000548,P00197,7,1177.04,12.11
I0001500,O000573,P00220,3,1030.82,11.27
I0001501,O000596,P00068,3,775.91,21.18
I0001502,O000638,P00084,2,195.43,34.12
I0001503,O000648,P00487,1,681.2,27.66
I0001504,O000153,P00062,1,808.76,17.61
I0001505,O000136,P00246,7,1098.8,22.45
I0001506,O000589,P00362,3,1162.9,29.32
I0001507,O000250,P00479,3,325.85,15.95
I0001508,O000795,P00409,2,43.4,27.69
I0001509,O000893,P00465,3,783.32,12.12
I0001510,O000239,P00139,7,693.93,25.43
I0001511,O000613,P00389,1,305.12,26.96
I0001512,O000918,P00110,7,33.19,26.52
I0001513,O000931,P00123,1,631.52,19.95
I0001514,O000746,P00084,2,975.8,23.35
I0001515,O000821,P00067,3,186.47,34.92
I0001516,O000156,P00344,5,567.02,8.78
I0001517,O000708,P00261,4,396.04,3.17
I0001518,O000220,P00268,-3,1008.48,10.99
I0001519,O000726,P00317,1,764.16,20.61
I0001520,O000811,P00141,2,1127.48,25.96
I0001521,O000206,P00347,8,724.45,3.51
I0001522,O000574,P00421,6,994.51,15.29
I0001523,O000616,P00491,6,90.89,17.93
I0001524,O000475,P00149,2,853.1,18.59
I0001525,O000323,P00420,7,727.83,14.04
I0001526,O000245,P00219,7,927.77,8.5
I0001527,O000262,P00374,4,379.06,3.55
I0001528,O000474,P00136,7,935.42,33.88
I0001529,O000817,P00348,2,55.26,28.7
I0001530,O000973,P00125,6,1136.43,2.32
I0001531,O000690,P00351,8,857.12,25.81
I0001532,O000619,P00338,6,1169.55,15.81
I0001533,O000549,P00272,1,594.66,33.12
I0001534,O000764,P00071,1,1098.66,10.88
I0001535,O000494,P00488,2,228.6,26.44
I0001536,O000827,P00441,1,725.74,30.66
I0001537,O000570,P00109,5,992.21,32.04
I0001538,O000137,P00358,4,807.93,9.25
I0001539,O000475,P00140,4,53.58,22.46
I0001540,O000827,P00238,4,761.66,9.65
I0001541,O000377,P00273,1,480.86,23.04
I0001542,O000120,P00227,3,149.53,10.15
I0001543,O000379,P00245,5,912.27,32.06
I0001544,O000636,P00340,1,328.73,30.35
I0001545,O000711,P00151,1,1062.78,22.43
I0001546,O000474,P00290,4,596.27,15.08
I0001547,O000749,P00451,1,922.54,4.64
I0001548,O000933,P00327,1,471.23,20.23
I0001549,O000478,P00015,4,338.65,2.87
I0001550,O000756,P00301,4,884.83,15.04
I0001551,O000246,P00429,-3,460.23,2.05
I0001552,O000964,P00012,1,246.55,25.52
I0001553,O000779,P00176,3,115.37,25.51
I0001554,O000917,P00002,5,1013.42,16.48
I0001555,O000918,P00059,6,1189.58,15.21
I0001556,O000068,P00141,4,962.74,6.56
I0001557,O000098,P00135,1,751.25,18.65
I0001558,O000047,P00158,7,777.14,6.27
I0001559,O000228,P00124,3,614.16,10.31
I0001560,O000311,P00317,8,263.65,30.54
I0001561,O000866,P00232,4,957.9,29.59
I0001562,O000197,P00112,8,1085.56,27.34
I0001563,O000952,P00005,8,436.52,0.39
I0001564,O000632,P00270,4,855.72,25.19
I0001565,O000351,P00297,3,175.42,31.49
I0001566,O000681,P00031,7,693.8,18.58
I0001567,O000990,P00093,3,106.26,16.8
I0001568,O000739,P00131,4,1067.79,31.76
I0001569,O000514,P00061,8,403.29,21.6
I0001570,O000979,P00025,2,122.42,23.09
I0001571,O000936,P00200,4,400.57,30.42
I0001572,O000612,P00378,3,1017.77,0.86
I0001573,O000073,P00336,1,932.63,18.91
I0001574,O000083,P00401,3,432.79,8.43
I0001575,O000001,P00406,2,444.16,15.0
I0001576,O000814,P00127,4,108.13,6.93
I0001577,O000873,P00154,1,560.5,4.84
I0001578,O000608,P00071,8,693.17,11.41
I0001579,O000450,P00068,1,801.58,31.73
I0001580,O000671,P00033,8,1167.79,24.25
I0001581,O000328,P00217,6,402.76,9.44
I0001582,O000386,P00042,6,633.44,28.74
I0001583,O000366,P00315,8,1021.77,2.36
I0001584,O000445,P00282,-2,825.92,14.89
I0001585,O000271,P00473,4,107.65,8.8
I0001586,O000591,P00141,4,1102.07,1.34
I0001587,O000482,P00256,4,803.99,32.27
I0001588,O000114,P00342,7,518.36,15.26
I0001589,O000718,P00145,1,641.61,34.93
I0001590,O000236,P00180,8,778.08,30.84
I0001591,O000078,P00133,7,480.43,6.86
I0001592,O000195,P00385,1,316.65,20.65
I0001593,O000625,P00054,7,108.16,2.6
I0001594,O000673,P00080,8,979.91,33.99
I0001595,O000876,P00383,4,806.88,21.97
I0001596,O000666,P00146,2,863.17,10.23
I0001597,O000923,P00208,7,97.94,13.65
I0001598,O000188,P00037,7,614.6,26.41
I0001599,O000541,P00424,3,386.52,9.76
I0001600,O000848,P00368,4,900.71,7.58
I0001601,O000067,P00260,6,309.26,19.25
I0001602,O000952,P00312,4,1091.94,31.66
I0001603,O000822,P00093,7,652.35,8.35
I0001604,O000635,P00087,2,304.47,1.56
I0001605,O000686,P00223,3,339.91,19.88
I0001606,O000689,P00494,1,826.91,30.42
I0001607,O000007,P00246,2,639.66,16.53
I0001608,O000046,P00112,2,383.66,15.76
I0001609,O000453,P00159,3,275.43,13.14
I0001610,O000218,P00482,3,177.35,14.83
I0001611,O000917,P00390,4,208.35,31.36
I0001612,O000712,P00125,6,636.68,31.78
I0001613,O000900,P00194,5,641.19,21.3
I0001614,O000231,P00399,2,708.66,33.43
I0001615,O000217,P00298,6,890.22,19.76
I0001616,O000784,P00233,7,447.54,13.08
I0001617,O000249,P00385,-1,971.3,22.89
I0001618,O000945,P00042,3,65.71,34.36
I0001619,O000066,P00401,8,576.11,6.84
I0001620,O000143,P00399,8,1152.22,3.5
I0001621,O000005,P00058,5,194.44,26.63
I0001622,O000035,P00386,4,484.71,31.95
I0001623,O000025,P00335,6,1155.72,1.11
I0001624,O000355,P00101,2,346.72,1.36
I0001625,O000660,P00023,2,286.22,21.81
I0001626,O000934,P00185,1,552.98,13.33
I0001627,O000224,P00044,8,750.74,0.6
I0001628,O000612,P00428,1,1045.47,3.99
I0001629,O000263,P00450,6,892.72,18.72
I0001630,O000609,P00486,3,73.57,21.68
I0001631,O000575,P00228,3,382.32,0.79
I0001632,O000250,P00336,1,230.4,18.56
I0001633,O000790,P00360,5,422.8,10.15
I0001634,O000487,P00173,4,863.28,21.92
I0001635,O000497,P00346,8,823.33,23.62
I0001636,O000345,P00490,4,371.52,31.94
I0001637,O000107,P00090,2,992.19,10.85
I0001638,O000229,P00036,4,647.26,8.52
I0001639,O000908,P00435,6,1098.67,31.05
I0001640,O000467,P00408,4,794.36,27.1
I0001641,O000687,P00311,1,282.48,32.81
I0001642,O000680,P00166,7,186.46,0.2
I0001643,O000211,P00026,4,1016.78,29.45
I0001644,O000187,P00477,1,210.0,11.51
I0001645,O000999,P00129,3,325.9,1.35
I0001646,O000299,P00394,2,1053.46,31.98
I0001647,O000500,P00128,8,762.0,20.03
I0001648,O000094,P00061,1,226.88,0.46
I0001649,O000418,P00399,5,381.96,5.93
I0001650,O000478,P00389,-3,571.54,2.48
I0001651,O001000,P00387,4,21.7,8.22
I0001652,O000189,P00452,1,365.1,9.09
I0001653,O000940,P00341,4,462.18,29.96
I0001654,O000144,P00280,2,891.14,24.16
I0001655,O000128,P00343,1,888.82,25.12
I0001656,O000353,P00060,3,171.3,15.37
I0001657,O000036,P00438,6,221.66,1.41
I0001658,O000506,P00341,6,270.87,10.27
I0001659,O000244,P00477,5,947.82,25.39
I0001660,O000792,P00298,8,160.62,32.37
I0001661,O000990,P00332,6,858.79,9.55
I0001662,O000055,P00488,8,721.66,25.77
I0001663,O000515,P00472,8,1099.15,7.23
I0001664,O000193,P00160,3,827.27,23.48
I0001665,O000638,P00450,7,554.69,9.48
I0001666,O000099,P00326,4,1067.77,24.05
I0001667,O000176,P00353,8,546.78,23.99
I0001668,O000200,P00422,6,868.98,14.74
I0001669,O000744,P00358,6,1185.41,11.17
I0001670,O000702,P00440,7,889.63,13.03
I0001671,O000636,P00132,4,635.53,18.25
I0001672,O000334,P00440,6,138.5,23.78
I0001673,O000143,P00479,5,964.46,23.47
I0001674,O000906,P00295,5,491.78,25.05
I0001675,O000271,P00187,8,270.51,2.85
I0001676,O000304,P00107,3,1007.44,13.96
I0001677,O000322,P00207,5,637.4,29.43
I0001678,O000219,P00300,6,624.32,7.06
I0001679,O000307,P00372,5,1068.89,1.3
I0001680,O000765,P00133,4,67.32,8.25
I0001681,O000683,P00318,5,729.36,11.03
I0001682,O000734,P00368,2,302.67,11.13
I0001683,O000914,P00037,-3,752.57,34.54
I0001684,O000258,P00409,5,498.21,4.12
I0001685,O000300,P00200,6,918.15,4.34
I0001686,O000810,P00365,8,977.19,24.8
I0001687,O000807,P00226,4,617.17,12.49
I0001688,O000479,P00379,1,578.72,3.51
I0001689,O000716,P00199,3,503.61,34.19
I0001690,O000289,P00358,8,681.46,12.8
I0001691,O000319,P00456,7,1118.73,34.19
I0001692,O000620,P00065,6,63.91,10.35
I0001693,O000375,P00224,5,563.46,10.22
I0001694,O000348,P00030,5,178.25,28.1
I0001695,O000575,P00308,4,381.52,7.76
I0001696,O000298,P00037,2,1045.7,9.83
I0001697,O000145,P00176,6,177.67,31.48
I0001698,O000671,P00382,2,921.02,31.52
I0001699,O000950,P00267,4,368.44,21.35
I0001700,O000908,P00254,3,316.13,20.89
I0001701,O000069,P00151,5,1031.16,16.01
I0001702,O000252,P00102,4,930.17,6.45
I0001703,O000796,P00306,3,1176.52,1.84
I0001704,O000151,P00486,3,522.35,32.76
I0001705,O000685,P00279,2,262.09,5.41
I0001706,O000051,P00130,2,314.2,3.25
I0001707,O000689,P00184,5,468.68,29.44
I0001708,O000867,P00285,5,435.81,7.16
I0001709,O000127,P00285,4,665.65,9.65
I0001710,O000599,P00087,4,255.28,31.2
I0001711,O000753,P00216,4,267.92,7.09
I0001712,O000297,P00348,7,612.59,14.42
I0001713,O000597,P00093,1,788.14,28.6
I0001714,O000135,P00185,7,911.42,1.42
I0001715,O000942,P00457,6,34.95,6.78
I0001716,O000454,P00271,-1,778.01,5.68
I0001717,O000369,P00424,3,1048.05,8.42
I0001718,O000953,P00121,5,1009.04,17.6
I0001719,O000011,P00378,3,104.84,12.3
I0001720,O000314,P00039,3,998.37,10.38
I0001721,O000570,P00157,1,323.36,20.04
I0001722,O000006,P00019,7,800.53,29.42
I0001723,O000434,P00110,5,1036.8,10.28
I0001724,O000383,P00145,2,852.96,33.99
I0001725,O000466,P00259,8,1194.28,11.76
I0001726,O000124,P00355,1,507.25,2.41
I0001727,O000665,P00432,4,523.99,8.83
I0001728,O000663,P00402,2,540.37,21.79
I0001729,O000313,P00003,5,197.5,20.76
I0001730,O000802,P00072,2,857.32,16.61
I0001731,O000798,P00169,3,835.92,20.52
I0001732,O000794,P00311,1,156.58,13.96
I0001733,O000047,P00048,5,452.2,8.92
I0001734,O000727,P00398,5,129.5,27.16
I0001735,O000468,P00101,2,909.69,17.47
I0001736,O000813,P00051,3,1102.43,32.8
I0001737,O000692,P00355,5,95.51,30.21
I0001738,O000053,P00174,3,381.93,24.36
I0001739,O000664,P00383,4,1065.44,22.59
I0001740,O000052,P00468,8,295.72,32.03
I0001741,O000478,P00272,3,1069.23,33.43
I0001742,O000650,P00451,7,710.5,19.32
I0001743,O000861,P00421,2,698.6,6.35
I0001744,O000240,P00051,8,374.05,24.24
I0001745,O000423,P00382,1,597.11,23.98
I0001746,O000123,P00071,4,186.75,34.04
I0001747,O000553,P00448,3,146.24,5.81
I0001748,O000151,P00254,7,664.62,15.46
I0001749,O000095,P00056,-2,1196.37,33.58
I0001750,O000771,P00329,2,216.25,27.04
I0001751,O000988,P00167,3,104.58,4.5
I0001752,O000019,P00242,7,1117.98,12.1
I0001753,O000770,P00476,6,634.45,15.32
I0001754,O000251,P00267,4,891.5,17.43
I0001755,O000686,P00253,5,1188.0,13.02
I0001756,O000109,P00377,4,1059.23,12.7
I0001757,O000663,P00078,2,1174.17,33.12
I0001758,O000750,P00273,8,239.5,23.24
I0001759,O000925,P00248,6,439.83,7.11
I0001760,O000290,P00227,4,503.64,31.71
I0001761,O000787,P00115,1,640.07,6.76
I0001762,O000791,P00306,3,875.19,24.99
I0001763,O000983,P00155,3,684.63,24.82
I0001764,O000208,P00405,7,167.73,31.88
I0001765,O000069,P00375,4,879.93,6.28
I0001766,O000813,P00167,4,213.85,1.64
I0001767,O000243,P00320,5,23.17,19.21
I0001768,O000858,P00011,7,857.89,21.07
I0001769,O000215,P00001,2,503.43,33.47
I0001770,O000299,P00279,4,1076.2,5.31
I0001771,O000474,P00292,1,218.51,31.75
I0001772,O000616,P00461,1,854.28,33.69
I0001773,O000349,P00445,8,657.88,17.01
I0001774,O000099,P00125,3,319.86,21.32
I0001775,O000298,P00270,5,103.79,14.59
I0001776,O000589,P00349,1,378.25,10.18
I0001777,O000699,P00015,3,982.88,7.74
I0001778,O000211,P00137,6,1103.78,16.62
I0001779,O000645,P00216,6,581.32,5.15
I0001780,O000557,P00297,1,963.74,5.97
I0001781,O000498,P00308,6,206.07,2.99
I0001782,O000777,P00153,-3,425.59,23.92
I0001783,O000648,P00449,8,854.57,8.78
I0001784,O000105,P00312,1,717.82,34.26
I0001785,O000196,P00351,2,256.14,19.33
I0001786,O000576,P00041,7,330.38,21.15
I0001787,O000819,P00078,2,451.01,6.05
I0001788,O000809,P00313,1,97.96,18.22
I0001789,O000977,P00099,2,288.13,31.12
I0001790,O000146,P00452,5,1132.93,25.86
I0001791,O000686,P00346,5,899.2,21.59
I0001792,O000903,P00309,5,382.91,6.16
I0001793,O000083,P00435,5,663.75,7.19
I0001794,O000019,P00256,1,1125.31,11.93
I0001795,O000747,P00464,2,314.56,32.98
I0001796,O000442,P00309,7,502.92,33.67
I0001797,O000856,P00064,1,635.13,9.38
I0001798,O000480,P00073,4,754.73,13.17
I0001799,O000422,P00290,3,520.52,31.32
I0001800,O000109,P00170,6,984.42,7.06
I0001801,O000632,P00398,1,95.14,18.17
I0001802,O000791,P00304,1,847.98,13.58
I0001803,O000305,P00353,8,259.89,6.78
I0001804,O000142,P00386,4,120.6,18.73
I0001805,O000754,P00104,8,417.54,17.6
